ACCOUNT;1;Счет 1;84275,18
ACCOUNT;2;Счет 2;43935,74
ACCOUNT;3;Счет 3;39730,91
ACCOUNT;4;Счет 4;53254,81
ACCOUNT;5;Счет 5;54037,90
ACCOUNT;6;Счет 6;52048,54
ACCOUNT;7;Счет 7;87130,95
ACCOUNT;8;Счет 8;78176,31
ACCOUNT;9;Счет 9;52880,98
ACCOUNT;10;Счет 10;82007,53
CATEGORY;1;INCOME;Зарплата
CATEGORY;2;INCOME;Премия
CATEGORY;3;INCOME;Кэшбэк
CATEGORY;4;INCOME;Подработка
CATEGORY;5;INCOME;Проценты по вкладу
CATEGORY;6;EXPENSE;Продукты
CATEGORY;7;EXPENSE;Кафе и рестораны
CATEGORY;8;EXPENSE;Транспорт
CATEGORY;9;EXPENSE;Коммунальные услуги
CATEGORY;10;EXPENSE;Развлечения
OPERATION;1;EXPENSE;4;2035,49;2026-03-16 01:23:23.076;Хобби;10
OPERATION;2;EXPENSE;6;1544,48;2026-03-16 01:23:23.076;Бензин;8
OPERATION;3;INCOME;5;38399,02;2026-03-16 01:23:23.076;Премия;2
OPERATION;4;EXPENSE;4;4911,28;2026-03-16 01:23:23.076;Ужин;7
OPERATION;5;EXPENSE;10;4702,99;2026-03-16 01:23:23.076;Коммунальные услуги;9
OPERATION;6;EXPENSE;7;2213,71;2026-03-16 01:23:23.076;Коммунальные услуги;9
OPERATION;7;EXPENSE;7;2980,39;2026-03-16 01:23:23.076;Обед;7
OPERATION;8;EXPENSE;2;4737,26;2026-03-16 01:23:23.076;Обед;7
OPERATION;9;EXPENSE;7;2312,04;2026-03-16 01:23:23.076;Коммунальные услуги;9
OPERATION;10;EXPENSE;9;1250,73;2026-03-16 01:23:23.076;Кофе;7
OPERATION;11;EXPENSE;2;3960,85;2026-03-16 01:23:23.076;Кофе;7
OPERATION;12;INCOME;10;14664,25;2026-03-16 01:23:23.077;Премия;2
OPERATION;13;EXPENSE;1;5192,43;2026-03-16 01:23:23.077;Продукты;6
OPERATION;14;EXPENSE;6;6711,80;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;15;EXPENSE;6;1243,57;2026-03-16 01:23:23.077;Кино;10
OPERATION;16;EXPENSE;4;3547,18;2026-03-16 01:23:23.077;Концерт;10
OPERATION;17;INCOME;4;32730,51;2026-03-16 01:23:23.077;Зарплата за February 2021;1
OPERATION;18;EXPENSE;5;1796,28;2026-03-16 01:23:23.077;Кофе;7
OPERATION;19;EXPENSE;10;1243,51;2026-03-16 01:23:23.077;Продукты;6
OPERATION;20;EXPENSE;8;5833,37;2026-03-16 01:23:23.077;Продукты;6
OPERATION;21;EXPENSE;7;4186,82;2026-03-16 01:23:23.077;Продукты;6
OPERATION;22;EXPENSE;2;4351,91;2026-03-16 01:23:23.077;Ужин;7
OPERATION;23;EXPENSE;6;3325,13;2026-03-16 01:23:23.077;Кофе;7
OPERATION;24;EXPENSE;3;6421,98;2026-03-16 01:23:23.077;Продукты;6
OPERATION;25;EXPENSE;8;2703,27;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;26;INCOME;10;59875,66;2026-03-16 01:23:23.077;Зарплата за February 2021;1
OPERATION;27;EXPENSE;1;1054,83;2026-03-16 01:23:23.077;Продукты;6
OPERATION;28;EXPENSE;2;4754,71;2026-03-16 01:23:23.077;Хобби;10
OPERATION;29;EXPENSE;1;3721,78;2026-03-16 01:23:23.077;Продукты;6
OPERATION;30;INCOME;1;125247,54;2026-03-16 01:23:23.077;Зарплата за March 2021;1
OPERATION;31;INCOME;7;75980,41;2026-03-16 01:23:23.077;Зарплата за March 2021;1
OPERATION;32;INCOME;7;92130,12;2026-03-16 01:23:23.077;Зарплата за March 2021;1
OPERATION;33;EXPENSE;10;6385,33;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;34;EXPENSE;6;676,76;2026-03-16 01:23:23.077;Бензин;8
OPERATION;35;EXPENSE;3;453,30;2026-03-16 01:23:23.077;Такси;8
OPERATION;36;EXPENSE;10;563,54;2026-03-16 01:23:23.077;Бензин;8
OPERATION;37;EXPENSE;2;2858,24;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;38;INCOME;7;16858,14;2026-03-16 01:23:23.077;Премия;2
OPERATION;39;EXPENSE;10;2047,32;2026-03-16 01:23:23.077;Ужин;7
OPERATION;40;INCOME;10;89893,27;2026-03-16 01:23:23.077;Зарплата за March 2021;1
OPERATION;41;EXPENSE;5;4994,80;2026-03-16 01:23:23.077;Ужин;7
OPERATION;42;EXPENSE;10;6230,21;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;43;INCOME;7;39249,91;2026-03-16 01:23:23.077;Премия;2
OPERATION;44;INCOME;9;79458,79;2026-03-16 01:23:23.077;Зарплата за April 2021;1
OPERATION;45;EXPENSE;3;2730,99;2026-03-16 01:23:23.077;Обед;7
OPERATION;46;EXPENSE;4;573,32;2026-03-16 01:23:23.077;Продукты;6
OPERATION;47;EXPENSE;4;1863,41;2026-03-16 01:23:23.077;Такси;8
OPERATION;48;EXPENSE;10;2527,96;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;49;EXPENSE;10;5461,97;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;50;EXPENSE;4;2517,75;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;51;EXPENSE;7;140,79;2026-03-16 01:23:23.077;Метро;8
OPERATION;52;INCOME;1;2716,45;2026-03-16 01:23:23.077;Кэшбэк;3
OPERATION;53;INCOME;3;31817,46;2026-03-16 01:23:23.077;Зарплата за April 2021;1
OPERATION;54;EXPENSE;9;4527,38;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;55;INCOME;4;43286,20;2026-03-16 01:23:23.077;Премия;2
OPERATION;56;INCOME;2;87882,59;2026-03-16 01:23:23.077;Зарплата за April 2021;1
OPERATION;57;INCOME;9;44319,64;2026-03-16 01:23:23.077;Премия;2
OPERATION;58;EXPENSE;6;1253,09;2026-03-16 01:23:23.077;Такси;8
OPERATION;59;INCOME;3;125938,37;2026-03-16 01:23:23.077;Зарплата за April 2021;1
OPERATION;60;EXPENSE;4;4045,38;2026-03-16 01:23:23.077;Кино;10
OPERATION;61;EXPENSE;5;294,94;2026-03-16 01:23:23.077;Бензин;8
OPERATION;62;INCOME;2;67187,74;2026-03-16 01:23:23.077;Зарплата за April 2021;1
OPERATION;63;EXPENSE;2;6520,10;2026-03-16 01:23:23.077;Хобби;10
OPERATION;64;EXPENSE;4;4391,60;2026-03-16 01:23:23.077;Кофе;7
OPERATION;65;EXPENSE;9;5348,37;2026-03-16 01:23:23.077;Продукты;6
OPERATION;66;INCOME;8;14270,97;2026-03-16 01:23:23.077;Премия;2
OPERATION;67;INCOME;7;84578,15;2026-03-16 01:23:23.077;Зарплата за May 2021;1
OPERATION;68;INCOME;1;139681,51;2026-03-16 01:23:23.077;Зарплата за May 2021;1
OPERATION;69;INCOME;9;134932,15;2026-03-16 01:23:23.077;Зарплата за May 2021;1
OPERATION;70;INCOME;2;41931,19;2026-03-16 01:23:23.077;Зарплата за May 2021;1
OPERATION;71;EXPENSE;9;2860,73;2026-03-16 01:23:23.077;Ужин;7
OPERATION;72;EXPENSE;6;8905,40;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;73;EXPENSE;8;3471,34;2026-03-16 01:23:23.077;Обед;7
OPERATION;74;EXPENSE;1;4424,97;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;75;EXPENSE;1;5025,69;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;76;EXPENSE;4;3857,61;2026-03-16 01:23:23.077;Ужин;7
OPERATION;77;EXPENSE;3;5691,10;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;78;EXPENSE;7;423,57;2026-03-16 01:23:23.077;Ужин;7
OPERATION;79;EXPENSE;4;7406,96;2026-03-16 01:23:23.077;Продукты;6
OPERATION;80;EXPENSE;2;3966,35;2026-03-16 01:23:23.077;Ужин;7
OPERATION;81;EXPENSE;9;6089,09;2026-03-16 01:23:23.077;Продукты;6
OPERATION;82;EXPENSE;8;9410,64;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;83;EXPENSE;3;7007,57;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;84;EXPENSE;4;1403,79;2026-03-16 01:23:23.077;Такси;8
OPERATION;85;EXPENSE;4;4356,79;2026-03-16 01:23:23.077;Продукты;6
OPERATION;86;EXPENSE;1;1333,49;2026-03-16 01:23:23.077;Продукты;6
OPERATION;87;EXPENSE;1;368,48;2026-03-16 01:23:23.077;Кофе;7
OPERATION;88;EXPENSE;8;559,28;2026-03-16 01:23:23.077;Бензин;8
OPERATION;89;EXPENSE;9;1011,91;2026-03-16 01:23:23.077;Обед;7
OPERATION;90;INCOME;6;110107,55;2026-03-16 01:23:23.077;Зарплата за June 2021;1
OPERATION;91;INCOME;10;122677,89;2026-03-16 01:23:23.077;Зарплата за June 2021;1
OPERATION;92;INCOME;5;147704,83;2026-03-16 01:23:23.077;Зарплата за June 2021;1
OPERATION;93;INCOME;9;2372,98;2026-03-16 01:23:23.077;Кэшбэк;3
OPERATION;94;EXPENSE;6;2968,00;2026-03-16 01:23:23.077;Хобби;10
OPERATION;95;EXPENSE;8;5720,47;2026-03-16 01:23:23.077;Коммунальные услуги;9
OPERATION;96;INCOME;6;41538,12;2026-03-16 01:23:23.077;Премия;2
OPERATION;97;EXPENSE;7;5625,68;2026-03-16 01:23:23.077;Хобби;10
OPERATION;98;EXPENSE;2;7494,06;2026-03-16 01:23:23.077;Продукты;6
OPERATION;99;INCOME;8;94590,14;2026-03-16 01:23:23.077;Зарплата за July 2021;1
OPERATION;100;INCOME;4;22708,34;2026-03-16 01:23:23.077;Премия;2
OPERATION;101;EXPENSE;3;4377,56;2026-03-16 01:23:23.077;Кино;10
OPERATION;102;EXPENSE;7;7310,32;2026-03-16 01:23:23.077;Продукты;6
OPERATION;103;EXPENSE;2;1550,92;2026-03-16 01:23:23.077;Концерт;10
OPERATION;104;EXPENSE;2;2922,29;2026-03-16 01:23:23.077;Ужин;7
OPERATION;105;EXPENSE;6;7355,69;2026-03-16 01:23:23.077;Продукты;6
OPERATION;106;EXPENSE;8;3925,59;2026-03-16 01:23:23.077;Обед;7
